epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,15135.8,1.68731,1.02768,1.21475,0.89781,0.80308,0.85431,0.42151,1.44614,2.01431,1.07858,0.00035645,0.00035645,0.00035645
31,15623.9,1.68134,1.02569,1.21012,0.90007,0.80352,0.8554,0.4226,1.44472,1.97603,1.0778,0.0003515,0.0003515,0.0003515
32,16112.3,1.67652,1.02621,1.20754,0.90062,0.80511,0.8562,0.42346,1.44426,1.94216,1.07781,0.00034655,0.00034655,0.00034655
33,16601.3,1.68354,1.01548,1.21169,0.90088,0.80733,0.85705,0.42432,1.4435,1.91559,1.07803,0.0003416,0.0003416,0.0003416
34,17089.8,1.67704,1.00915,1.20607,0.90177,0.80758,0.85778,0.42501,1.44234,1.90522,1.07771,0.00033665,0.00033665,0.00033665
35,17578.8,1.6747,1.00516,1.20142,0.90295,0.80825,0.85855,0.42578,1.44158,1.87351,1.07718,0.0003317,0.0003317,0.0003317
36,18067.9,1.67054,1.00001,1.20609,0.90388,0.80897,0.85933,0.42681,1.44079,1.86354,1.07653,0.00032675,0.00032675,0.00032675
37,18557,1.6668,0.99669,1.20762,0.90493,0.80959,0.86026,0.42761,1.44044,1.85282,1.07625,0.0003218,0.0003218,0.0003218
38,19046.3,1.66483,0.99996,1.20403,0.90497,0.81041,0.86075,0.42834,1.43907,1.82583,1.07627,0.00031685,0.00031685,0.00031685
39,19535.3,1.66069,1.00077,1.2019,0.90522,0.81154,0.86135,0.42838,1.43846,1.80259,1.07581,0.0003119,0.0003119,0.0003119
40,20023.8,1.66905,0.99543,1.2026,0.90542,0.81303,0.86183,0.42888,1.43781,1.79011,1.07541,0.00030695,0.00030695,0.00030695
41,20513.1,1.65866,0.98472,1.20285,0.90601,0.81387,0.86249,0.43011,1.43793,1.7761,1.07528,0.000302,0.000302,0.000302
42,21001.8,1.65632,0.97685,1.20513,0.90697,0.81436,0.86306,0.43068,1.43688,1.74889,1.07525,0.00029705,0.00029705,0.00029705
43,21490.7,1.64692,0.97981,1.19537,0.90651,0.81536,0.86351,0.43126,1.43655,1.73768,1.07481,0.0002921,0.0002921,0.0002921
44,21979.8,1.64823,0.96733,1.19469,0.90698,0.81595,0.864,0.43194,1.43581,1.73177,1.07469,0.00028715,0.00028715,0.00028715
45,22468.7,1.65061,0.97729,1.19956,0.90795,0.81603,0.86447,0.43285,1.43431,1.7263,1.07429,0.0002822,0.0002822,0.0002822
46,22956.7,1.64657,0.97725,1.19553,0.90758,0.81724,0.86488,0.43356,1.43323,1.72449,1.07382,0.00027725,0.00027725,0.00027725
47,23444.8,1.6444,0.96067,1.19598,0.90815,0.81796,0.8654,0.43428,1.43227,1.72465,1.07329,0.0002723,0.0002723,0.0002723
48,23933.5,1.6454,0.9636,1.19544,0.90839,0.81902,0.86603,0.43494,1.43122,1.72543,1.07307,0.00026735,0.00026735,0.00026735
49,24422,1.63583,0.95462,1.19561,0.90908,0.82005,0.86653,0.43554,1.43044,1.73046,1.07297,0.0002624,0.0002624,0.0002624
50,24910.4,1.64027,0.96817,1.19268,0.90954,0.82038,0.86664,0.43684,1.43006,1.73347,1.07308,0.00025745,0.00025745,0.00025745
51,25399.1,1.63114,0.95054,1.18939,0.90874,0.82177,0.86693,0.43748,1.42877,1.74677,1.07246,0.0002525,0.0002525,0.0002525
52,25887.5,1.63333,0.94888,1.18886,0.90952,0.82212,0.86742,0.43801,1.428,1.75218,1.07207,0.00024755,0.00024755,0.00024755
53,26375.4,1.62341,0.94396,1.18519,0.90924,0.82255,0.86779,0.43846,1.42804,1.76877,1.07217,0.0002426,0.0002426,0.0002426
54,26863.9,1.63,0.95103,1.18877,0.90954,0.82305,0.86805,0.43837,1.42759,1.76144,1.0719,0.00023765,0.00023765,0.00023765
55,27352.6,1.61987,0.93635,1.18226,0.90895,0.82399,0.86823,0.439,1.42747,1.76475,1.07214,0.0002327,0.0002327,0.0002327
56,27841.5,1.62194,0.93,1.18506,0.90874,0.82414,0.86822,0.43867,1.42686,1.76918,1.07186,0.00022775,0.00022775,0.00022775
57,28330.1,1.61955,0.93723,1.18605,0.90847,0.82473,0.86823,0.43893,1.4269,1.76985,1.07171,0.0002228,0.0002228,0.0002228
58,28818.4,1.62024,0.92352,1.18185,0.90891,0.82509,0.86861,0.43945,1.42641,1.76888,1.07118,0.00021785,0.00021785,0.00021785
59,29307.2,1.62002,0.92981,1.1832,0.90878,0.82552,0.86871,0.4393,1.42634,1.77288,1.0712,0.0002129,0.0002129,0.0002129
60,29795.5,1.6165,0.91454,1.18178,0.90883,0.82605,0.86897,0.4398,1.42537,1.77169,1.07117,0.00020795,0.00020795,0.00020795
61,30284.2,1.61406,0.91897,1.18796,0.90912,0.82645,0.86908,0.44012,1.42471,1.76976,1.07072,0.000203,0.000203,0.000203
62,30772.7,1.61069,0.91522,1.17855,0.9097,0.82678,0.86922,0.44069,1.42442,1.76608,1.07061,0.00019805,0.00019805,0.00019805
63,31261.5,1.60157,0.91311,1.173,0.90999,0.82677,0.87131,0.441,1.42525,1.7694,1.07078,0.0001931,0.0001931,0.0001931
64,31750.1,1.61077,0.91354,1.17872,0.911,0.82644,0.87159,0.44099,1.42512,1.76175,1.07082,0.00018815,0.00018815,0.00018815
65,32238.6,1.59717,0.90585,1.17315,0.9102,0.82729,0.87166,0.44139,1.42523,1.76511,1.07088,0.0001832,0.0001832,0.0001832
66,32727.4,1.59918,0.89972,1.1771,0.91031,0.82754,0.87198,0.44162,1.42479,1.76304,1.07086,0.00017825,0.00017825,0.00017825
67,33215.8,1.59375,0.90103,1.1742,0.91039,0.82789,0.87212,0.44162,1.42477,1.76313,1.07075,0.0001733,0.0001733,0.0001733
68,33704.7,1.58923,0.89595,1.16727,0.91089,0.82788,0.87226,0.44171,1.42405,1.76126,1.07034,0.00016835,0.00016835,0.00016835
69,34193.3,1.58733,0.88875,1.17097,0.91095,0.82848,0.87262,0.44202,1.42414,1.76297,1.07022,0.0001634,0.0001634,0.0001634
70,34681.7,1.58107,0.89295,1.16624,0.91112,0.82807,0.87266,0.44294,1.42421,1.76171,1.07021,0.00015845,0.00015845,0.00015845
71,35170.7,1.58664,0.88435,1.17047,0.91118,0.82849,0.87293,0.44341,1.42325,1.76116,1.0696,0.0001535,0.0001535,0.0001535
72,35659.4,1.58769,0.88384,1.17037,0.91121,0.82909,0.87338,0.44347,1.42211,1.75372,1.0692,0.00014855,0.00014855,0.00014855
73,36148.2,1.58287,0.88352,1.17147,0.91114,0.82937,0.87345,0.44391,1.42133,1.762,1.0688,0.0001436,0.0001436,0.0001436
74,36636.9,1.57677,0.88513,1.16459,0.91142,0.82948,0.87376,0.44394,1.42095,1.76847,1.06876,0.00013865,0.00013865,0.00013865
75,37125,1.5756,0.87674,1.16524,0.91181,0.82974,0.874,0.44412,1.42097,1.76611,1.06891,0.0001337,0.0001337,0.0001337
76,37613.4,1.56909,0.87691,1.1617,0.91143,0.83016,0.87392,0.44477,1.41983,1.76582,1.06855,0.00012875,0.00012875,0.00012875
77,38101.9,1.57317,0.86233,1.1595,0.91203,0.82945,0.87388,0.44472,1.42038,1.78757,1.06844,0.0001238,0.0001238,0.0001238
78,38590.1,1.56421,0.86627,1.16155,0.91196,0.82936,0.87379,0.44492,1.42047,1.79333,1.06847,0.00011885,0.00011885,0.00011885
79,39078.2,1.56658,0.86138,1.16208,0.91194,0.82963,0.87392,0.44537,1.42062,1.80143,1.06853,0.0001139,0.0001139,0.0001139
80,39566.8,1.56537,0.85697,1.15833,0.91132,0.83026,0.87396,0.44565,1.42065,1.8128,1.06872,0.00010895,0.00010895,0.00010895
81,40055,1.5573,0.85299,1.15673,0.91055,0.83146,0.87436,0.44589,1.42103,1.81079,1.06878,0.000104,0.000104,0.000104
82,40543.7,1.55713,0.85205,1.15829,0.91004,0.83158,0.87432,0.44585,1.42115,1.815,1.06891,9.905e-05,9.905e-05,9.905e-05
83,41031.9,1.55136,0.84555,1.15664,0.90961,0.83274,0.87452,0.44594,1.42147,1.80411,1.06897,9.41e-05,9.41e-05,9.41e-05
84,41519.9,1.55252,0.84587,1.1542,0.91046,0.83224,0.87488,0.44634,1.42054,1.80358,1.06842,8.915e-05,8.915e-05,8.915e-05
85,42008.2,1.54649,0.84659,1.15131,0.91047,0.83227,0.87473,0.44644,1.42082,1.8072,1.06858,8.42e-05,8.42e-05,8.42e-05
86,42497,1.54321,0.83625,1.14831,0.9105,0.83216,0.8747,0.44681,1.42136,1.80549,1.06877,7.925e-05,7.925e-05,7.925e-05
87,42985.2,1.53787,0.83274,1.14653,0.9114,0.83183,0.87477,0.44692,1.42112,1.80309,1.06855,7.43e-05,7.43e-05,7.43e-05
88,43473.4,1.5323,0.83032,1.14257,0.91081,0.83202,0.87472,0.4474,1.4216,1.80169,1.06867,6.935e-05,6.935e-05,6.935e-05
89,43961.3,1.53109,0.83522,1.14489,0.91047,0.83217,0.87474,0.44742,1.42217,1.80248,1.06895,6.44e-05,6.44e-05,6.44e-05
90,44449.9,1.52724,0.8205,1.14085,0.91015,0.83264,0.87484,0.44791,1.42155,1.80757,1.06869,5.945e-05,5.945e-05,5.945e-05
91,44934.9,1.45741,0.83721,1.14092,0.90959,0.83256,0.87463,0.44793,1.42179,1.79964,1.06914,5.45e-05,5.45e-05,5.45e-05
92,45419.2,1.45656,0.8332,1.13989,0.91102,0.83183,0.8751,0.44751,1.42136,1.76863,1.06912,4.955e-05,4.955e-05,4.955e-05
93,45903.2,1.43693,0.81945,1.12712,0.91059,0.83213,0.87519,0.44746,1.42222,1.74211,1.06948,4.46e-05,4.46e-05,4.46e-05
94,46387.6,1.43658,0.81823,1.1334,0.91103,0.83194,0.87516,0.4477,1.42281,1.72804,1.0697,3.965e-05,3.965e-05,3.965e-05
95,46871.7,1.43966,0.82315,1.13256,0.91056,0.83194,0.87517,0.44723,1.42277,1.7202,1.06977,3.47e-05,3.47e-05,3.47e-05
96,47356.2,1.43606,0.81312,1.13143,0.91091,0.83152,0.87527,0.44733,1.42325,1.70999,1.07022,2.975e-05,2.975e-05,2.975e-05
97,47839.9,1.4237,0.79663,1.12828,0.9108,0.83154,0.87513,0.44731,1.4237,1.70453,1.07055,2.48e-05,2.48e-05,2.48e-05
98,48324,1.42567,0.80696,1.12475,0.91041,0.83181,0.8751,0.44735,1.4238,1.69806,1.07077,1.985e-05,1.985e-05,1.985e-05
99,48810,1.42568,0.80063,1.1295,0.91034,0.83204,0.87509,0.44728,1.4243,1.68852,1.07094,1.49e-05,1.49e-05,1.49e-05
100,49304.6,1.41685,0.7882,1.12226,0.91082,0.83149,0.87489,0.44709,1.42526,1.67777,1.07144,9.95e-06,9.95e-06,9.95e-06
